Filename,ImageScore,Reasoning,RA,Dec,AnomalyScore,URL,volunteer_rating
69625774965021058.png,37,"This is a galaxy exhibiting significant morphological disturbance and diffuse tidal features, suggesting a potential ongoing merger or interaction event.",245.14198269191644,42.713855041578846,221.67166,https://panoptes-uploads.zooniverse.org/subject_location/8caaee84-6fb3-40f2-8fe8-945db5b6a8af.png,0.2778
70373988332761444.png,37,"This is a merging galaxy system exhibiting significant tidal distortion and a bridge-like structure connecting two distinct galactic nuclei, indicative of an ongoing gravitational interaction.",227.21925368283078,44.068221523578266,281.86713,https://panoptes-uploads.zooniverse.org/subject_location/8eabca77-f6fd-417f-83bd-aed108ee0763.png,0.0625
69591002909794928.png,37,"This is a merging galaxy system exhibiting multiple nuclei and distorted tidal features, indicative of a significant ongoing gravitational interaction.",228.38095974346786,42.757051304046456,403.9782,https://panoptes-uploads.zooniverse.org/subject_location/36a1991b-2900-4a51-ad2b-dd46dcde7609.png,0.4118
69630319040423280.png,37,"This is a merging galaxy system exhibiting significant tidal distortion and a prominent, elongated tidal tail, indicative of a strong gravitational interaction.",246.85289974684184,43.105942872661075,479.15668,https://panoptes-uploads.zooniverse.org/subject_location/40abb70d-3ff9-4fb0-bae7-5f64b2f82cc6.png,0.3333
69621918084391363.png,37,"This is a merging galaxy system exhibiting a clear interaction between a large, diffuse elliptical host and a smaller, distinct companion, suggesting a ongoing galactic merger event.",242.21835326540506,42.32982365468952,455.28128,https://panoptes-uploads.zooniverse.org/subject_location/0ab15118-43c1-44e5-a169-bae05770dd41.png,0.1333
41223469769196599.png,36,"This is a spiral galaxy exhibiting significant tidal distortion and an asymmetric, extended spiral arm, suggesting a recent or ongoing gravitational interaction.",217.85612646463525,-0.1422720612169346,412.53812,https://panoptes-uploads.zooniverse.org/subject_location/301d8b04-0668-4b06-ad66-e7367c1d266e.png,0.44439999999999996
70408764682954349.png,36,"This is a merging galaxy system exhibiting clear tidal distortion and multiple nuclei, indicating an active gravitational interaction between two or more galactic components.",244.44979907362762,44.202906112531586,301.2323,https://panoptes-uploads.zooniverse.org/subject_location/ba301494-c617-4a2e-9e2d-c75ddacb35f0.png,0.23329999999999998
41227313764922889.png,36,"This is a galaxy cluster exhibiting multiple interacting and merging galaxies with distorted morphologies, indicating a high-density environment undergoing significant gravitational interaction.",219.97782577385493,-0.3137179303952562,511.30176,https://panoptes-uploads.zooniverse.org/subject_location/daa97805-0b79-43df-8233-f199aee00670.png,0.0
41210821090499427.png,36,"This is a merging galaxy system exhibiting clear tidal interaction and morphological distortion between a large elliptical host and a smaller companion, suggesting an ongoing gravitational encounter.",212.60948368529432,-0.44715684228587477,330.56256,https://panoptes-uploads.zooniverse.org/subject_location/a2f9c514-f9e1-47b3-9941-59d6279b2aa3.png,0.28
70347578578852571.png,36,"This is a galaxy group exhibiting clear signs of gravitational interaction and tidal distortion between multiple members, suggesting an ongoing merger event.",215.09295461276082,43.18378658938289,286.8017,https://panoptes-uploads.zooniverse.org/subject_location/c7248c10-cb2f-4ee0-8396-114d254be0a8.png,0.0
70351435459482931.png,36,"This is a merging galaxy system exhibiting clear tidal interaction and morphological distortion, indicating a significant gravitational encounter.",218.18000010762026,43.46020079488147,401.67816,https://panoptes-uploads.zooniverse.org/subject_location/19f62bad-5d5b-4b7b-9b01-ca71a73c7e71.png,0.0714
41218917103852436.png,36,"This is a merging galaxy exhibiting significant tidal distortion and a highly asymmetric, elongated morphology, indicative of a major gravitational interaction.",216.39934475058564,-1.0078262214229468,264.84668,https://panoptes-uploads.zooniverse.org/subject_location/63aa906c-5da3-4c53-995b-35a11e44ce2e.png,0.7083
70399680827131037.png,36,"This is a merging galaxy system exhibiting clear tidal distortion and overlapping galactic disks, indicating a significant gravitational interaction.",240.65463691932675,43.73742197559259,218.75148,https://panoptes-uploads.zooniverse.org/subject_location/3a58be30-d1a2-4eea-8040-f21fd0e33499.png,0.2917
70378394969204713.png,36,"This is a merging galaxy system exhibiting significant morphological distortion and overlapping galactic components, indicative of an ongoing gravitational interaction.",229.2135485538511,44.463485148083414,297.2893,https://panoptes-uploads.zooniverse.org/subject_location/a00aab76-d92b-4266-8bed-290b51285566.png,0.7143
69563918846026652.png,35,"This is a galaxy exhibiting a highly elongated, edge-on morphology with potential tidal distortion, indicating a possible interaction or merger event.",217.7040321864005,42.4705316495818,296.09247,https://panoptes-uploads.zooniverse.org/subject_location/3e4428bc-3564-46f6-b63b-f90edba4a0b1.png,0.3103
69603926466393010.png,35,"This is an interacting galaxy system exhibiting a prominent spiral galaxy with a nearby companion, suggesting a gravitational interaction or ongoing merger event.",235.06614208156117,42.97749654340652,398.82782,https://panoptes-uploads.zooniverse.org/subject_location/43a8f257-0e31-4ea3-a8d8-8c44590ed7fc.png,0.5789
70377699184509919.png,35,"This is a merging galaxy system exhibiting significant tidal distortion and asymmetric spiral arms, indicative of an ongoing gravitational interaction.",230.68532012531594,44.158071880507954,203.28477,https://panoptes-uploads.zooniverse.org/subject_location/001e5afa-0bc5-4b57-97a6-d44c372af93e.png,0.0455
69559799972385153.png,35,"This is a galaxy group exhibiting multiple interacting components and potential tidal distortions, suggesting a compact group undergoing gravitational interaction.",215.30523138819828,42.51832313104507,391.72522,https://panoptes-uploads.zooniverse.org/subject_location/5073f3f7-683c-4a09-bde3-a5ec07a5e72a.png,0.56
41196798022277269.png,35,"This is a merging galaxy system showing a prominent spiral galaxy with a smaller companion galaxy overlapping its disk, suggesting a significant interaction event.",209.28747737979285,-0.6428005530181385,385.48172,https://panoptes-uploads.zooniverse.org/subject_location/11bb55fb-4706-4f02-995c-8f877f6cef27.png,0.35000000000000003
70404224902524266.png,34,"This is a clumpy, irregular galaxy displaying multiple luminous star-forming regions and a highly disturbed morphology, suggesting a recent merger or intense starburst event.",242.45341703810013,44.04054371225041,179.59422,https://panoptes-uploads.zooniverse.org/subject_location/bfb171d1-558c-4237-9e50-959c85f76140.png,0.0667
70387165292427322.png,34,"This is a merging galaxy system exhibiting clear tidal interaction and a bridge of stellar material connecting the two components, indicative of an ongoing gravitational encounter.",233.25875791024902,43.39544692227944,211.31763,https://panoptes-uploads.zooniverse.org/subject_location/21249dca-5753-4e9c-8262-f4cf02127799.png,0.047599999999999996
70377828033520631.png,34,"This is a merging galaxy system exhibiting clear morphological distortion and tidal interaction between two distinct galactic components, suggesting an ongoing gravitational encounter.",230.3543852901212,43.692811294013666,184.71635,https://panoptes-uploads.zooniverse.org/subject_location/e53de070-4a3b-4c9a-98a6-02e17771002c.png,0.0
69577246129538197.png,34,"This is a galaxy exhibiting a highly elongated, irregular morphology, likely a disturbed or interacting system showing significant tidal deformation.",223.57249920477108,42.25157734663625,396.9195,https://panoptes-uploads.zooniverse.org/subject_location/40d526ff-f76c-4e5f-abb6-2cf0dd3173c8.png,0.1739
70369186559322488.png,33,"This is a merging galaxy system exhibiting multiple nuclei and diffuse tidal debris, indicative of an ongoing gravitational interaction.",225.97003588761385,44.479651751174146,328.73682,https://panoptes-uploads.zooniverse.org/subject_location/022e97d6-473e-420a-beb4-9b09d8705564.png,0.25
69590457448951551.png,33,"This is a merging galaxy system exhibiting clear signs of tidal interaction and morphological distortion between the primary and secondary components, suggesting an ongoing gravitational encounter.",229.43054847274365,42.97913984257005,260.86664,https://panoptes-uploads.zooniverse.org/subject_location/3932e1d2-de35-4597-a950-b2b555f6a875.png,0.11109999999999999
69568737799336556.png,33,"This is a merging galaxy system exhibiting a bright primary elliptical component with a distinct, smaller companion galaxy in close proximity, suggesting an ongoing gravitational interaction.",219.02665946770833,42.86297710642815,409.68488,https://panoptes-uploads.zooniverse.org/subject_location/f01a2f06-68c2-447d-8d98-130d0d6c7bc7.png,0.13640000000000002
69582198226832254.png,33,"This is a merging galaxy system exhibiting significant tidal distortion and multiple luminous star-forming knots, indicative of an ongoing gravitational interaction.",224.5651942744343,42.334003907958525,358.21786,https://panoptes-uploads.zooniverse.org/subject_location/b334985d-b1b6-47bd-b111-59674c2f9bdc.png,0.07690000000000001
41193087170537656.png,33,"This is a galaxy group exhibiting multiple interacting and merging galaxies with distorted morphologies, suggesting a high-density environment with ongoing gravitational interactions.",206.89212015081756,-0.5844732985610318,457.92218,https://panoptes-uploads.zooniverse.org/subject_location/a0f812ae-c242-4808-8f49-b812f7456a2e.png,0.1481
69634712791972949.png,33,"This is a merging galaxy system exhibiting significant tidal distortion and a clear interaction bridge between the primary and secondary components, indicating a ongoing gravitational encounter.",248.9432751887192,43.00853680926104,384.25113,https://panoptes-uploads.zooniverse.org/subject_location/74d7d539-22ca-4b18-a925-958c98c22384.png,0.15789999999999998
40124233019313594.png,33,"This is a merging galaxy system displaying a highly elongated, distorted morphology and a secondary nucleus, indicative of an ongoing major merger event.",206.39716068389734,-1.729178092751207,331.8842,https://panoptes-uploads.zooniverse.org/subject_location/2b66bca2-0d31-4159-b263-8542baf6fceb.png,0.35710000000000003
41237076225585697.png,33,"This is a complex interacting galaxy system showing multiple distorted components and clumpy star-forming regions, characteristic of a multi-body merger event.",221.61558853637416,-0.2301056498958652,382.10962,https://panoptes-uploads.zooniverse.org/subject_location/e53fd6e0-b2f7-4df4-9ab4-52175d30790f.png,0.05
69586866856282589.png,33,"This is a merging galaxy system exhibiting clear signs of gravitational interaction and morphological distortion, suggesting an ongoing collision.",226.05446084934158,42.1229307646027,429.53986,https://panoptes-uploads.zooniverse.org/subject_location/dd060bd4-ac0a-46ff-9929-0de600b6e66e.png,0.2
41215068813160709.png,33,"This is a complex interacting galaxy group showing multiple distorted components and clumpy, luminous star-forming regions, suggesting a high-energy, multi-body gravitational interaction.",214.27938758812817,-0.960190953501285,238.15106,https://panoptes-uploads.zooniverse.org/subject_location/c0c22783-1ff4-426d-a4ff-5d6091e8630e.png,0.2759
40132621090450469.png,32,"This is a merging galaxy system exhibiting significant morphological distortion and tidal features, indicative of an ongoing gravitational interaction.",209.9575571268136,-1.5108977592617914,275.22955,https://panoptes-uploads.zooniverse.org/subject_location/941552f6-b03c-4e2d-8261-6ef4f13d6fce.png,0.037000000000000005
40136739964085795.png,32,"This is a potential gravitational lens candidate or close binary system, exhibiting two distinct, high-luminosity point sources in close proximity that warrant further spectroscopic follow-up.",211.89148938927568,-1.614015132773036,301.81958,https://panoptes-uploads.zooniverse.org/subject_location/1876ab64-cf25-4c81-80b0-688af759877b.png,0.1471
69586334280345521.png,32,"This is a merging galaxy system showing two distinct galactic nuclei in close proximity with signs of morphological disturbance, indicating an active merger event.",227.02996548845766,42.923541220543946,265.30316,https://panoptes-uploads.zooniverse.org/subject_location/520d19d7-5ab8-48f4-8c16-3872f8a09ea1.png,0.125
69582056492910707.png,32,"This is a merging galaxy system exhibiting clear morphological distortion and overlapping components, indicative of an ongoing gravitational interaction between two galaxies.",224.79371716964548,42.119255979687125,389.21857,https://panoptes-uploads.zooniverse.org/subject_location/7025f093-5e66-4a05-a488-9742dcac7443.png,0.1739
70359952379635283.png,32,"This is a merging galaxy system exhibiting clear morphological distortion and a secondary nucleus, indicating an active gravitational interaction.",222.6469993282972,43.379064740089,395.80286,https://panoptes-uploads.zooniverse.org/subject_location/da3db1ca-37e7-42d6-a935-a7b4610eaada.png,0.2857
70347870636629530.png,32,This is a merging galaxy system showing clear signs of interaction and potential tidal bridge formation between two distinct galactic components.,214.67906527692213,43.89858929648807,290.12085,https://panoptes-uploads.zooniverse.org/subject_location/5e3d7b5a-1859-4d97-ba6e-e967df1a96a8.png,0.1562
69590723736916530.png,32,"This is a merging galaxy system exhibiting multiple nuclei and distorted tidal features, indicating a complex ongoing interaction.",228.85825618619157,42.51218159626327,201.89041,https://panoptes-uploads.zooniverse.org/subject_location/71b126f7-d034-4423-b0e8-6955135fae22.png,0.0
41232381826335571.png,32,"This is a merging galaxy system exhibiting clear tidal distortion and overlapping galactic disks, indicative of an ongoing gravitational interaction.",220.5953552876927,-1.0897856923702791,217.52768,https://panoptes-uploads.zooniverse.org/subject_location/0720d598-981d-41f5-823a-6c7525fa7536.png,0.0333
70386490982560483.png,31,"This is a galaxy group containing a prominent spiral galaxy with a nearby companion, showing signs of tidal interaction and potential merger activity.",234.61712362920048,43.89527048993749,205.40152,https://panoptes-uploads.zooniverse.org/subject_location/3028f5a6-37f6-47de-9c38-02c384aa1ba6.png,0.1481
69590852585941380.png,31,"This is a ring galaxy displaying a distinct, luminous circular structure surrounding a central core, characteristic of a collisional ring galaxy formation.",228.7568906915865,42.27488969796917,426.7034,https://panoptes-uploads.zooniverse.org/subject_location/913446cd-38a6-48b8-ab3f-edc473fd1833.png,0.5
41192404270741540.png,31,"This is a merging galaxy system exhibiting clear morphological distortion and tidal interaction between two central components, suggesting an ongoing galactic collision.",207.75290646014955,-0.34989641444673536,420.7779,https://panoptes-uploads.zooniverse.org/subject_location/238598c1-12e9-4e98-81f1-18634d20e86f.png,0.15789999999999998
70417406157161401.png,31,"This is a merging galaxy system exhibiting clear tidal interaction and morphological distortion between two distinct galactic components, indicating an active gravitational encounter.",248.68336788039903,43.56650325372814,233.3136,https://panoptes-uploads.zooniverse.org/subject_location/01b05d6d-de30-40c9-b063-9c1568a89a45.png,0.25
41201745824609934.png,31,"This is a galaxy group exhibiting a potential interacting pair with tidal distortion, suggesting an ongoing gravitational encounter.",210.06104609254876,-0.5349433119517005,231.29791,https://panoptes-uploads.zooniverse.org/subject_location/d9cba863-9f58-4df2-ba36-bbf469b2bdd8.png,0.08
69595529805319808.png,31,"This is a merging galaxy system showing two distinct galactic nuclei in close proximity, characteristic of an early-stage galaxy collision.",230.28702574030075,42.316568452569214,253.02216,https://panoptes-uploads.zooniverse.org/subject_location/2a14219e-4616-4037-b8b0-40d954626444.png,0.125
70386503867466005.png,30,"This is a merging galaxy system exhibiting clear signs of tidal interaction and multiple nuclei, suggesting an ongoing galactic collision.",234.62837600510676,44.52949960867339,242.06824,https://panoptes-uploads.zooniverse.org/subject_location/8b138190-2085-4b0b-991d-6aae68ebf03f.png,0.0588
70408631538965995.png,30,"This is a peculiar galaxy exhibiting a highly distorted, T-shaped morphology, likely indicative of a recent tidal interaction or ongoing merger event.",244.66212495160832,44.39880269596664,251.11014,https://panoptes-uploads.zooniverse.org/subject_location/32066147-8f08-40a2-9f90-33b35e46808b.png,0.0
41214781050350168.png,30,"This is a ring galaxy exhibiting a prominent, well-defined outer ring structure surrounding a central bulge, indicative of a significant collisional or resonance event.",214.6822047881105,-1.4228182141340273,455.76273,https://panoptes-uploads.zooniverse.org/subject_location/915ab16c-3bf0-46a1-b15b-12001f091bcd.png,0.5357000000000001
40145677791024847.png,30,"This is a merging galaxy system exhibiting clear morphological distortion and tidal interaction between multiple components, suggesting an ongoing gravitational encounter.",214.64255325903858,-1.5299866470141938,436.29346,https://panoptes-uploads.zooniverse.org/subject_location/ddef8df4-2067-4bd7-a7ec-bfd111a7d746.png,0.0
70360639574400103.png,29,"This is a clumpy galaxy system displaying multiple luminous, star-forming regions within a disturbed, irregular morphology, indicative of high-redshift or post-merger starburst activity.",221.41132658914313,43.31473149051628,347.06268,https://panoptes-uploads.zooniverse.org/subject_location/d7762be2-a6d8-4efe-b0bf-0784c41329e2.png,0.1923
69582339960761701.png,29,"This is an interacting galaxy system showing a close pair with morphological distortion, suggesting an ongoing merger event.",224.12748088870146,42.66953183909205,245.49768,https://panoptes-uploads.zooniverse.org/subject_location/ca98b5f5-cbd8-45e6-8c66-c82a0e8f9c1b.png,0.0
69635249662884450.png,29,"This is an interacting galaxy system exhibiting a clear morphological disturbance and a companion structure, suggesting an ongoing galactic merger or tidal interaction.",247.9434544592574,42.40790289693323,287.6544,https://panoptes-uploads.zooniverse.org/subject_location/e278a4f4-82e5-4513-8af2-40648aac1df9.png,0.4
41214793935258644.png,29,"This is a galaxy exhibiting morphological irregularities and potential tidal distortion, suggesting an ongoing interaction or merger event.",214.6841827511366,-0.9003954035453172,196.30974,https://panoptes-uploads.zooniverse.org/subject_location/1fd6e316-cba7-4c68-a05a-68188ff85159.png,0.05
70405045241278791.png,29,"This is a merging galaxy system showing significant tidal disruption and overlapping structures, characteristic of a late-stage galactic collision.",241.03461082772696,43.84635309540121,236.09576,https://panoptes-uploads.zooniverse.org/subject_location/4015d802-3f4c-4b80-a861-fedd7dda3062.png,0.0
69609011707667897.png,29,"This is a merging galaxy system exhibiting clear signs of gravitational interaction, including tidal distortion and a bridge-like structure between the two primary components.",235.69764476129808,42.94182345054743,198.18729,https://panoptes-uploads.zooniverse.org/subject_location/43780cd6-1990-4c3f-a9ee-ad352e8a7a9b.png,0.0714
70395961385455415.png,29,"This is a galaxy exhibiting a distinct ring-like morphology, likely a ring galaxy or a strongly barred spiral with a prominent nucleus, suggesting a significant dynamical event.",237.51492049765707,43.39228122659736,170.08951,https://panoptes-uploads.zooniverse.org/subject_location/358ea920-51c2-4b18-8294-cf5c017a217a.png,0.1852
70364371900979015.png,29,"This is a galaxy cluster exhibiting multiple interacting galaxies with overlapping morphologies and distorted tidal features, suggesting an active ongoing merger event.",224.6919904530923,44.24704134955645,264.43112,https://panoptes-uploads.zooniverse.org/subject_location/674aea76-b10f-4a0c-8ddb-975e43f81b73.png,0.0909
70364779922873800.png,29,"This is a merging galaxy system exhibiting a clear interaction between a dominant elliptical galaxy and a smaller companion, suggesting an ongoing gravitational merger event.",223.9605971256706,44.13076923103741,270.65668,https://panoptes-uploads.zooniverse.org/subject_location/64fe0ec6-9e4c-42c7-bd41-092d4f20292f.png,0.0667
70377819443591601.png,28,"This is a merging galaxy system exhibiting a clear interaction between two distinct galactic nuclei, suggesting a significant ongoing gravitational merger event.",230.30613253565784,43.39447330392303,274.1856,https://panoptes-uploads.zooniverse.org/subject_location/00967612-5166-4494-998e-e00e9ba1f3c7.png,0.2609
69563914551059502.png,28,"This is a merging galaxy system exhibiting clear morphological distortion and tidal interaction between two distinct galactic components, suggesting an ongoing gravitational encounter.",217.7674967742762,42.26899481750723,332.96216,https://panoptes-uploads.zooniverse.org/subject_location/bc39b3e4-c91a-4403-9489-a6a8d41dac6a.png,0.1786
41219191981762737.png,28,"This is a merging galaxy system exhibiting significant morphological distortion and tidal features, indicative of an ongoing galactic interaction.",216.11342714619843,-0.9536922443786331,220.58331,https://panoptes-uploads.zooniverse.org/subject_location/a025c266-8390-49b7-8d7f-a0d2ae9dcf02.png,0.22219999999999998
70404229197488794.png,28,"This is a galaxy exhibiting a diffuse, irregular morphology with potential tidal features, suggesting a recent interaction or merger event.",242.6135314515613,44.1777008177394,394.78345,https://panoptes-uploads.zooniverse.org/subject_location/59c31a0a-f435-4e5b-b671-89dc23aca1e4.png,0.36840000000000006
41227872110668224.png,28,"This is a merging galaxy system exhibiting significant morphological distortion and tidal interaction features, suggesting a complex ongoing gravitational encounter.",219.23395242570496,-0.03443144687625324,279.40155,https://panoptes-uploads.zooniverse.org/subject_location/783959fa-7804-4d3b-a25e-55032bc3b01e.png,0.129
69590302830117548.png,28,"This is a pair of interacting galaxies exhibiting clear morphological distortion and overlapping tidal features, suggesting an ongoing gravitational interaction.",229.69440970908212,42.135138666305195,302.5119,https://panoptes-uploads.zooniverse.org/subject_location/6f94ae54-12c1-4802-b3f1-86af64159312.png,0.1333
69603913581492369.png,28,"This is a merging galaxy system exhibiting multiple distinct nuclei within a shared, diffuse stellar envelope, indicative of an ongoing major galaxy merger.",234.95013737832335,42.472579359421864,291.27502,https://panoptes-uploads.zooniverse.org/subject_location/219716c2-2a79-4509-8927-4dc8e8edb514.png,0.39130000000000004
40158721606704106.png,27,"This is a merging galaxy system exhibiting clear tidal interaction and morphological distortion, indicating a significant gravitational encounter.",219.20097567271839,-2.009575404320636,302.98734,https://panoptes-uploads.zooniverse.org/subject_location/94fa0007-4c6a-483d-bd2a-b44306df3835.png,0.0833
